LOCATIONS DETAIL ROW ID,SECTION LOCATION P1,Location - City Name UNLINKED,Location ID,SECTION OPPORTUNITY P1,Opportunity Name,Opportunity Name ID,Missing SECTION OPPORTUNITY P1 GS,SECTION VOP P0,Primary LOB GS LKUP,Chasing Intensity GS LKUP,Acq Stage GS LKUP,Deal Bin GS LKUP,Missin SECTION VOP P0 GS,SECTION LOB KPI P3,SSCW WPD,ECW WPD,FCW WPD,IBACW WPD,CRW TNL WPD GS LKUP,CRW WPD KPI Type,Missing SECTION LOB KPI P3 GS,SECTION MISSING COUNT P0,Missing P1 Count GS,Missing P2 Count GS,Missing P3 Count GS,Missing P0 Count GS,Missing SECTION MISSING COUNT P0 GS,SECTION LUBE STORE  ATTRIBUTES P3,Trade Neighbor Area,Operating Days,Operating Hours Weekly,Location Phone,Website URL,Lube Bays,Repair Bays,Repair Lifts,SECTION COLS SEEMS REDUNDANT,Co-located w/ Lube,Co-located w/ Car Wash,Co-located w/ repair,SECTION WASH STORE ATTRIBUTES P3,WASH STORE ATTRIBUTES ROW ID,Wash Style,Tunnel Type,Approx. Tunnel Length (ft),Tunnel Count,IBA Count,SS/DIY Bay Count,XPT,XPT Count,Gate Systems,Gate System Count,Vacuums (self serve),Vacuum Count,Vending,Missing SECTION WASH STORE ATTRIBUTES P3 GS,SECTION METADATA P0,Updater,Creator,Created Timestamp,ChangeTimestamp,Missing SECTION METADATA P0 GS,LINK2.0 ROW ID,LNK2.0 - Groomed Status,LINK2.0 BadName TMP,LINK2.0 - WasMessedUp,LINK2.0 - Uncategorized,LINK2.0 - Sprint plan,LINK2.0 - Sprint actual,LNK2.0 Sprint Complete,Team Validate,SECTION LINK2.0 P3,SECTION TO BE REMOVED,TO BE REMOVED ROW ID,Opportunity Tags GS XLKP,Location Tags,Overlapping Oppo
U2N9I3X8P2T9O0G2,,Crystal Car Care Inc - Crystal Springs,ffK7opWQqo4Wyn7QF0LZg3,,Uncategorized Locations,d_wAyp0T1M4vqEt2MOSmq9,0,,04 Other,,Messed / Uncat,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,N8C8C0U5Y7O8N0W3,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:54:48,9/12/2024 20:54:48,1,S6A4V9H8G3Y3S5E3,Ungroomed,,,Y,,,,,,,P7F3S2S8C6R7T5Z0,missing,,
C2Y0I5T6L7E1Z7X4,,Crystal Clean Car Wash And Lube - Mullins,RO364G5xdG4i2lvX9-_67b,,Uncategorized Locations,d_wAyp0T1M4vqEt2MOSmq9,0,,04 Other,,Messed / Uncat,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,Y4M5Q9F0K9N2C8Y1,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:54:48,9/12/2024 20:54:48,1,L8D4E7D3I1Q4M6P8,Ungroomed,,,Y,,,,,,,G2A1N7R7C3E3G8J5,missing,,
L8C1C5N4X6U5N5G7,,Cumberland's Finest - Bluefield,DuDgZ7nT_P46YbLSTmlVnb,,Uncategorized Locations,d_wAyp0T1M4vqEt2MOSmq9,0,,04 Other,,Messed / Uncat,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,L3Q6R6A5Y6C0L6B0,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:54:48,9/12/2024 20:54:48,1,L7E4D1Q1L8S5E7D4,Ungroomed,,,Y,,,,,,,L2T8Q7N0T4L5H9O3,missing,,
D8Q0L8M6F8Z9U4D7,,D & D Performance & Lube - Oak Ridge,ZNw-BmJ9JY41MGCEhqOM77,,Uncategorized Locations,d_wAyp0T1M4vqEt2MOSmq9,0,,04 Other,,Messed / Uncat,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,P6U6K5T9I8Y2S7A9,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:54:48,9/12/2024 20:54:48,1,H5Z6S9E8M0J6H5Z8,Ungroomed,,,Y,,,,,,,M9P3H2V6V6T4S8K0,missing,,
U7D1V3K2S1F1Y2D4,,Daniel Express Lube - Atoka,8lD4DdAtcg4i2xY7-C8Jmc,,Uncategorized Locations,d_wAyp0T1M4vqEt2MOSmq9,0,,04 Other,,Messed / Uncat,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,P1E6A0S2P2X6T9U7,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:54:48,9/12/2024 20:54:48,1,W7W3J8D5F1N1Z4R3,Ungroomed,,,Y,,,,,,,X0N8M0Q4G6K5I7O6,missing,,
O7W4D4C1Q5N8G7Q4,,Danny's Fast Lane Oil Change - Carthage,2phAWKVZO64uUy1KKVUoT6,,Uncategorized Locations,d_wAyp0T1M4vqEt2MOSmq9,0,,04 Other,,Messed / Uncat,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,A0J6I6I7C3I0S6R1,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:54:48,9/12/2024 20:54:48,1,F7Z6H6B8C8U5H6H6,Ungroomed,,,Y,,,,,,,P6K9N0V6I4H0C6F4,missing,,
C7Y5K6B5H2E5J6C9,,Dave's Dip Stick - Ardmore,jVxEaiDJlZ4E2RI8GCzyt7,,Uncategorized Locations,d_wAyp0T1M4vqEt2MOSmq9,0,,04 Other,,Messed / Uncat,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,T0J5E9E0O5N7M6N0,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:54:48,9/12/2024 20:54:48,1,G6Z1R9X7K0D8L0D5,Ungroomed,,,Y,,,,,,,H4P9O2V0T1G8R7M9,missing,,
I1U5N5C3Q9F1G5T5,,Dave's Express - Helena,AE5B8Zte5z4a2e7PjIjr80,,Uncategorized Locations,d_wAyp0T1M4vqEt2MOSmq9,0,,04 Other,,Messed / Uncat,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,V8S2W6M2B9S6Q2Z4,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:54:48,9/12/2024 20:54:48,1,B9B0I9M2E6A8V1Z0,Ungroomed,,,Y,,,,,,,W0F2Y0X9C5M1N3C1,missing,,
H7F9Z0T8K9D3S8H0,,Davis Automotive Tire and Quick Lube - Davis,MSOuFUnw9x4EmIzMCh5Oa7,,Uncategorized Locations,d_wAyp0T1M4vqEt2MOSmq9,0,,04 Other,,Messed / Uncat,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,O0M6Y8V6R4Q3Y3W0,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:54:48,9/12/2024 20:54:48,1,T5O6P4H0G9A3P6C6,Ungroomed,,,Y,,,,,,,Y5I5N3D6L6D0C0X1,missing,,
L3Y9D1L0I1O8B2T9,,Dellinger's Oil & Lube Center - Suffolk,2sEHM2CgeG4HmaJVNZpgY1,,Uncategorized Locations,d_wAyp0T1M4vqEt2MOSmq9,0,,04 Other,,Messed / Uncat,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,O6A6V7A8S1K2Z9R9,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:54:48,9/12/2024 20:54:48,1,H6L0P3Y5S4Z1D5Q3,Ungroomed,,,Y,,,,,,,O6T6Z4G1Y1C2Z4H1,missing,,
F1T1E6R8H4P5M0Z8,,Diamond Finish Car Wash and Lube Center - Charlotte,LKzGb4mQ9f4YEUEMxOzc3d,,Uncategorized Locations,d_wAyp0T1M4vqEt2MOSmq9,0,,04 Other,,Messed / Uncat,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,O6K0Z9T1N3R8I5J9,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:54:48,9/12/2024 20:54:48,1,C3U4S1I9S6Y4X1M4,Ungroomed,,,Y,,,,,,,O8H6A1W4J0X6R3R0,missing,,
H5Z0I8D6B3V0E3V1,,DipStix Quick Lube - Muskogee,VWJTf0yiPu47AfUxQ7riJ8,,Uncategorized Locations,d_wAyp0T1M4vqEt2MOSmq9,0,,04 Other,,Messed / Uncat,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,D1U0I5Y4V6Z4P1Y9,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:54:48,9/12/2024 20:54:48,1,G8O2J5S7S2W8W9P8,Ungroomed,,,Y,,,,,,,K1M5G5V3P8I0S3I7,missing,,
X3C1C2A0Q3R7D5S0,,Discount Auto Repair & Lube - Oklahoma City,BV8N8BBImm4HAGRkc8C8Ac,,Uncategorized Locations,d_wAyp0T1M4vqEt2MOSmq9,0,,04 Other,,Messed / Uncat,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,R3W4S0Q9D0H2Z1E9,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:54:48,9/12/2024 20:54:48,1,S9Z4T6K7W3Z3B3A3,Ungroomed,,,Y,,,,,,,S2F8R3I6J6X0Y7M9,missing,,
N9H4N9N1G7J3C5I3,,Discount Lube Center Inc - Holland,03K6JXRw4j4c2AmEhY7Ajf,,Uncategorized Locations,d_wAyp0T1M4vqEt2MOSmq9,0,,04 Other,,Messed / Uncat,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,N8Z8B3Z3I1I1Y5V3,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:54:48,9/12/2024 20:54:48,1,L9B2W5Z7A6Q3B2M0,Ungroomed,,,Y,,,,,,,O4U5I6C2H7R1F6Q9,missing,,
A3K6G9A0D8T2Y0I4,,Donovan's Express Care - Cincinnati,Cl-Btfw8en4OQ3a6afQrLf,,Uncategorized Locations,d_wAyp0T1M4vqEt2MOSmq9,0,,04 Other,,Messed / Uncat,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,E7N5R6J2V5M4D9R6,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:54:48,9/12/2024 20:54:48,1,H4T7R4B8C6H7H8P0,Ungroomed,,,Y,,,,,,,Z0M8Y3A2N3C9H7I3,missing,,
R4Q7A8N8C5X8X7K3,,Dyer Quick Lube - Hugo,d25UioB8124GAp135lO7S1,,Uncategorized Locations,d_wAyp0T1M4vqEt2MOSmq9,0,,04 Other,,Messed / Uncat,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,N4M1Q2H7C4N8G9J0,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:54:48,9/12/2024 20:54:48,1,T9R2W2R0K5C7K7H9,Ungroomed,,,Y,,,,,,,T9X7W3C2Y3J9F6K4,missing,,
K5N9X5F9D3E5G2R4,,Eager Beaver Car Wash Inc - Port Jefferson Station,Ni7jPMkodO4A2qI0OG_Dn4,,Uncategorized Locations,d_wAyp0T1M4vqEt2MOSmq9,0,,04 Other,,Messed / Uncat,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,R9E7O6W9V2B4H8V8,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:54:48,9/12/2024 20:54:48,1,I0Q3I0K6S0W4W0Z9,Ungroomed,,,Y,,,,,,,M4P6U6Y0N0K0B4T2,missing,,
M1B1V6H9D4Z4L3B0,,East Albemarle Xpress Lube - Albemarle,b1kEdZ-6hL4KIhqsF-8hQ3,,Uncategorized Locations,d_wAyp0T1M4vqEt2MOSmq9,0,,04 Other,,Messed / Uncat,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,U0N7O6T4R8I3O1R2,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:54:48,9/12/2024 20:54:48,1,G1B8T1T9L3T5T2C8,Ungroomed,,,Y,,,,,,,G8R3N7W8P3V2K1L2,missing,,
H1G9Q8U2E7O1E9X4,,East Helena Pit Stop - East Helena,ru8_cnoScf4RY-5dQH4IOc,,Uncategorized Locations,d_wAyp0T1M4vqEt2MOSmq9,0,,04 Other,,Messed / Uncat,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,W4I3E3D5W9M2L7B2,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:54:48,9/12/2024 20:54:48,1,F3K9U5P8M8B5K8W8,Ungroomed,,,Y,,,,,,,H5F6I9E6H5J4A0R4,missing,,
W2Q7A6C0T8A8P9P8,,Ed's Action Lube - Zanesville,0sDoq9SoWJ4sA5IL6BRWXb,,Uncategorized Locations,d_wAyp0T1M4vqEt2MOSmq9,0,,04 Other,,Messed / Uncat,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,H8D9Z0B0F7S7W8L8,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:54:48,9/12/2024 20:54:48,1,B7P0N7G0N1M1G9C5,Ungroomed,,,Y,,,,,,,M6Y2Y2F8V3A9F0W9,missing,,
P8F6C9I6K7U2B0T2,,Eddie's Tire & Service - Winfield,Hl7RKuAwYi4UeoSOHVu9C9,,Uncategorized Locations,d_wAyp0T1M4vqEt2MOSmq9,0,,04 Other,,Messed / Uncat,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,O8T7T0Q6R7J5E2O7,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:54:48,9/12/2024 20:54:48,1,X5H7E6P5T4U5W4L3,Ungroomed,,,Y,,,,,,,S1L4S4T1N1M8L8S7,missing,,
K4C3Y0V1P4S0P9I8,,Elgin Lube Oil & Tire - Elgin,QQkShjQ-lM4DuL9EG8jwv6,,Uncategorized Locations,d_wAyp0T1M4vqEt2MOSmq9,0,,04 Other,,Messed / Uncat,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,M5F5Y7W2I1W2L0R6,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:54:48,9/12/2024 20:54:48,1,M2Q0Z6O0U4H8I2L0,Ungroomed,,,Y,,,,,,,U2I4V1O4F7Y0L0P5,missing,,
K2G8V5D9G4M8W4D0,,Elk City Lube & Wash - Elk City,n3n57159RW4jixkFbjFGh6,,Uncategorized Locations,d_wAyp0T1M4vqEt2MOSmq9,0,,04 Other,,Messed / Uncat,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,U5Y8O3Q6G0U4C0H0,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:54:48,9/12/2024 20:54:48,1,G3J3L1B3Z4N3S4H8,Ungroomed,,,Y,,,,,,,Q2A2R0L6I7O9D5C7,missing,,
H0L1I7Y0D1V4F7Q3,,Elmira Express Lube - Elmira,PxOcvoy7VH4xuIkjAsupq1,,Uncategorized Locations,d_wAyp0T1M4vqEt2MOSmq9,0,,04 Other,,Messed / Uncat,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,L1C1M1U6N5Q8J9R1,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:54:48,9/12/2024 20:54:48,1,J6E3F9J3F3U1J3V5,Ungroomed,,,Y,,,,,,,F5N0O1L6T0Z8Q4J4,missing,,
Q1N9V9S7I3Q3L9U2,,Empire Oil Change - Sioux Falls,0N4QJ4FzhK4gEUwIIBW2S9,,Uncategorized Locations,d_wAyp0T1M4vqEt2MOSmq9,0,,04 Other,,Messed / Uncat,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,R4Q5F0O0P3J3G2K7,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:54:48,9/12/2024 20:54:48,1,Q6G0O0E7Q1N0C1L5,Ungroomed,,,Y,,,,,,,Q0R5K8Z1U2I3V7Q0,missing,,
O5W0U6L2F4A4R6J4,,Enid Super Lube - Enid,sJlFisbhIC4iYXzjMLw_34,,Uncategorized Locations,d_wAyp0T1M4vqEt2MOSmq9,0,,04 Other,,Messed / Uncat,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,D8E8H3B0U1H9N1M1,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:54:48,9/12/2024 20:54:48,1,P0J4V7N0R5S7W8F5,Ungroomed,,,Y,,,,,,,F3Y2D8S1X9F0O1U7,missing,,
B0T5E5A0M1W5J1G7,,Erick's custom exhaust and auto repair - Merrimack,zImXaxw8x_4zAEwe94daA1,,Uncategorized Locations,d_wAyp0T1M4vqEt2MOSmq9,0,,04 Other,,Messed / Uncat,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,Q9P1I6U5G8D4A6I7,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:54:48,9/12/2024 20:54:48,1,N1Z9I0Q2A6V4S5W6,Ungroomed,,,Y,,,,,,,L0G0F7R8F2Q5I8P7,missing,,
P4Y0G6K4O4R0H9C2,,Erik's Kwik Lube - Duncan,iK5UX7-Hhm4eY8QQY9QlDa,,Uncategorized Locations,d_wAyp0T1M4vqEt2MOSmq9,0,,04 Other,,Messed / Uncat,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,P4M7H1Y2X7R6U5I3,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:54:48,9/12/2024 20:54:48,1,G4G4J9M2R7O0V0I4,Ungroomed,,,Y,,,,,,,Q5I8R3S3D7T6C8M0,missing,,
V8I7A4R3G8Y7Z2B3,,Executive Car Wash & Quick Lube Inc. - Newark,Du6AIYs8F74NAO74RDoIpa,,Uncategorized Locations,d_wAyp0T1M4vqEt2MOSmq9,0,,04 Other,,Messed / Uncat,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,Y1V6W6E3K3A9E4W0,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:54:48,9/12/2024 20:54:48,1,R2H9K3S2Z6A0K0B3,Ungroomed,,,Y,,,,,,,H3Q1N5K5F2C9J3X1,missing,,
Y1K5F8N8N7Q2E8L9,,Exit 29 Garage & Quick Lube Inc - Glade Spring,Xra0Klf8ls45EqheomFrbb,,Uncategorized Locations,d_wAyp0T1M4vqEt2MOSmq9,0,,04 Other,,Messed / Uncat,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,B5K9X1P3H3K7S5O8,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:54:48,9/12/2024 20:54:48,1,V4Q1P4E3W0F5A5N3,Ungroomed,,,Y,,,,,,,T6Q2O6Z2C5W8V4X0,missing,,
D8Q6Z4T1Y3N2Y3B9,,Expert Lube & Tune - Pocola,0a-NJ-Nomy4dqucqqWW6Wa,,Uncategorized Locations,d_wAyp0T1M4vqEt2MOSmq9,0,,04 Other,,Messed / Uncat,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,R3J6C8H8I4J5V2Y7,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:54:48,9/12/2024 20:54:48,1,T7Q8P4G2C5W4U5N4,Ungroomed,,,Y,,,,,,,T0W3R8O2V3X6Y3I8,missing,,
F3C1D7P7A3O3T9X8,,Express Auto Service - Fredericksburg,JvMJYhFkI84amAEjj9u-Wb,,Uncategorized Locations,d_wAyp0T1M4vqEt2MOSmq9,0,,04 Other,,Messed / Uncat,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,R4S6C5W8R5T5A9L6,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:54:48,9/12/2024 20:54:48,1,K5W9G8B7F4G1P7Z8,Ungroomed,,,Y,,,,,,,J3G9C0V5U4K8F6W3,missing,,
O1L0N5A9L4X3H4P2,,Express Care Lube & Car Wash - Sandusky,-CaTolyNcq4XirLBd46wx5,,Uncategorized Locations,d_wAyp0T1M4vqEt2MOSmq9,0,,04 Other,,Messed / Uncat,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,N1S5U6R9E2S3B9I6,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:54:48,9/12/2024 20:54:48,1,W7W2R2K9S0G1T2R4,Ungroomed,,,Y,,,,,,,M6Z9L4S2F6G9F7H4,missing,,
H8A3N8N7Y6N1L7U4,,EXPRESS LUBE - Rocky Mount,ryI6ZSvVhW4bU3FTMhQnTa,,Uncategorized Locations,d_wAyp0T1M4vqEt2MOSmq9,0,,04 Other,,Messed / Uncat,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,J9T3U4V1D9Q6N6V9,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:54:48,9/12/2024 20:54:48,1,O7T0N2S9T0H0A1F6,Ungroomed,,,Y,,,,,,,A9X2C0J1S4X3M0B9,missing,,
F1O1R1G4S3Q9I8S1,,Express Lube (Big Giant Muffler) - Moore,RKwypGYj_g4DAVqgallTn6,,Uncategorized Locations,d_wAyp0T1M4vqEt2MOSmq9,0,,04 Other,,Messed / Uncat,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,Z7X3E7Q5N6X2I4X6,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:54:48,9/12/2024 20:54:48,1,Q3J0T9D9E7D4Y7U0,Ungroomed,,,Y,,,,,,,S2K8E0H8L5I5X2U6,missing,,
B6E9S6F5M0T0K3V8,,Express Lube & Auto Wash - Massillon,jR-5hkLWQM40Y9YdmDYM33,,Uncategorized Locations,d_wAyp0T1M4vqEt2MOSmq9,0,,04 Other,,Messed / Uncat,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,M9I4X5T4U6W2E1W6,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:54:48,9/12/2024 20:54:48,1,I0Z8U4D2N5O7N1C8,Ungroomed,,,Y,,,,,,,M1S2K4Y8Z3M1F4G4,missing,,
D4B1B4C2G7D2R4D8,,Express Lube & Muffler Inc - Spartanburg,9KzHuICFAA4VahD6BP3ac0,,Uncategorized Locations,d_wAyp0T1M4vqEt2MOSmq9,0,,04 Other,,Messed / Uncat,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,J0F2H4A0B6K7B1X2,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:54:48,9/12/2024 20:54:48,1,Q5Y2H3S1A6A4Z6B9,Ungroomed,,,Y,,,,,,,L6N7T0X6Q5I8Y1Q6,missing,,
J2Q9X6F9O8B3L2G1,,Express Lube & Services - Wiggins,NSLJ15CaBV4DUcoeatpJm7,,Uncategorized Locations,d_wAyp0T1M4vqEt2MOSmq9,0,,04 Other,,Messed / Uncat,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,T5M5V8G5H9V6F9I9,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:54:48,9/12/2024 20:54:48,1,A2U7A2X5O6O4Q9D3,Ungroomed,,,Y,,,,,,,H8B4N7R2S8T6C9T3,missing,,
B4K8S1Y4R1A3N8Q1,,Express Lube and Auto Care - Nashville,wXQ8z5dL1H4oM-rQyQnnqe,,Uncategorized Locations,d_wAyp0T1M4vqEt2MOSmq9,0,,04 Other,,Messed / Uncat,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,Q1R7S3O9V6W1I8E4,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:54:48,9/12/2024 20:54:48,1,C0Y7X9I3Z1E6W7D4,Ungroomed,,,Y,,,,,,,C8D5Z7O6W7T1B6V0,missing,,
L2Y7R8R2E1Q6R9T1,,Express Lube Auto Care - Warr Acres,QJ58aA6Lqs4wyUzkRjueE5,,Uncategorized Locations,d_wAyp0T1M4vqEt2MOSmq9,0,,04 Other,,Messed / Uncat,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,C7A0M3D3D2F5B6E7,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:54:48,9/12/2024 20:54:48,1,M2B0F5R6Q8L3P2G3,Ungroomed,,,Y,,,,,,,S5C5L2S5Q5M0N8K7,missing,,
C4Z6H4R3S7O0Z5R0,,Faslube Oil Change Centers - Columbus,rsbuttAp3L4J6M0chAoI15,,Uncategorized Locations,d_wAyp0T1M4vqEt2MOSmq9,0,,04 Other,,Messed / Uncat,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,O2M4M5D3B7S1A0I4,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:54:48,9/12/2024 20:54:48,1,P7K1H4F9N9U4E2G5,Ungroomed,,,Y,,,,,,,J4F1W2B1S1A1H7Q7,missing,,
H3O2S6B0Q5H8A8L9,,Fast Break Oil Change - Spindale,8NEqdnRfB24aaWejpmmnjd,,Uncategorized Locations,d_wAyp0T1M4vqEt2MOSmq9,0,,04 Other,,Messed / Uncat,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,A3Q0A5R2F4W2M9N5,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:54:48,9/12/2024 20:54:48,1,S4S4L8O5Z7Q3K1A3,Ungroomed,,,Y,,,,,,,L9B6C4G1F4H2O4X1,missing,,
Z7B9A0C9O4S6K8A5,,Fast Eddie's Automotive - Shallotte,xpj0GQky8w4NYBKLsWVqw8,,Uncategorized Locations,d_wAyp0T1M4vqEt2MOSmq9,0,,04 Other,,Messed / Uncat,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,F9K6T7D6P2T3G9U2,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:54:48,9/12/2024 20:54:48,1,F1F6S6O9O1U8Y3U9,Ungroomed,,,Y,,,,,,,L6D6J0P7Q8B6D9X5,missing,,
I3Y0N0D9T4Y5E7J5,,Fast Lane Express Lube Shop - Thompson's Station,5rBpk3j1td4pmYktcPuu3a,,Uncategorized Locations,d_wAyp0T1M4vqEt2MOSmq9,0,,04 Other,,Messed / Uncat,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,Y4S0D8V6E7V4Z8V4,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:54:48,9/12/2024 20:54:48,1,Q1N0Y5L1Z7X2Z8R4,Ungroomed,,,Y,,,,,,,P4S8D9J3Q3J2A4W9,missing,,
D6X0U3C0W3K7H8I6,,Fast Lube Indy 3000 - Mastic,1YzcExOtEU4hiRG_SkIL03,,Uncategorized Locations,d_wAyp0T1M4vqEt2MOSmq9,0,,04 Other,,Messed / Uncat,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,Q0E1P7C5J7G0V5E9,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:55:21,9/12/2024 20:55:21,1,T6S7A2Q7U0Z1T2A1,Ungroomed,,,Y,,,,,,,O9A8K9X3L0D4D5U1,missing,,
