SECTION LOCATION P1,LocationID,Location - City Name,Lube Name,State Abb,County ST,City,Street Number,"City, State",ZCTA Code,LAT SJ,LONG SJ,Missing SECTION LOCATION P1 GS,SECTION GEOGRAPHY P1,CBSA Name,State Code,SMP GS LKUP,US Region,US Division,Airport Southwest,Airport Distance,Airport Bin,HIDE Airport Southwest GS LKUP,# Miles to Closest OC Loc SJ,Missing SECTION GEOGRAPHY P1 GS,SECTION BUSINESS LINES P1,LOBs,Breeze Brand,Brand Sub Format,Missing SECTION BUSINESS LINES P1 GS,SECTION OPPORTUNITY P1,Opportunity Name,OpportunityID,Missing SECTION OPPORTUNITY P1 GS,SECTION PRICING DATA P1,Location Multiple GS,EBITDA from 4Wall GS LKUP,Bus. PP (MM),BPP KPI Type,Real Prop. PP (MM),REPP KPI Type,Deal Closed Yr,LOI Fully Executed GS,Closing Date,Days to Close,Missing SECTION PRICING DATA P1 GS,SECTION GATING PERFORMANCE P2,Traffic,TA,Days Open Annual,LOF CC Annual,LOF CPD,LOF CPD KPI Type,Sales,Sales KPI Type,4-Wall,4-Wall KPI Type,Missing SECTION GATING PERFORMANCE P2 GS,SECTION RUNWAY P1,2024 Opportunity,Probability,GS Weight EBITDA,Passed: Active Status,Missing SECTION RUNWAY P1 GS,SECTION METADATA P0,Updater,Creator,Created Timestamp,ChangeTimestamp,Missing SECTION METADATA P0 GS,SECTION TIDYING,Cleaner,Cleaning Pipeline,Cleaning Sprint Week,Cleaning Timetamp,Sitewise Batch
,Rrphd1B0Gq4H2W3ypUpnZ3,Kwik Kar Auto Repair & Service Center of Crowley - Crowley,Kwik Kar Auto Repair & Service Center of Crowley,TX,Johnson TX,Crowley,500 E Main St,"Crowley city, TX",76036,32.5780311,-97.352828,-1,,"Dallas-Fort Worth-Arlington, TX",48,10,South,West South Central,E2W5C7U3P4K9E9U3,35,Territory,Dallas Love Field,,1,,"LOF , Repair , INS - State",OC+R,OC & R,0,,Kwik Kar - Dallas Metroplex,OTQINkjJfB45MHHe792tqd,0,,2.5,0.09,0.250,OC Guesstimate,,,,,,,6,,,$100.00,308,"3,388",11,Stat. Summary Report,$0.200,OC Guesstimate,$0.100,OC Guesstimate,1,,,,,,4,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,,,,,,Sitewise_Batch_03
,NOWzXUSTqw41EwuTuZ3HE1,Kwik Kar Oil Change & Auto Service Center of Denton - Denton,Kwik Kar Oil Change & Auto Service Center of Denton,TX,Denton TX,Denton,2303 W University Dr,"Denton city, TX",76201,33.2293295,-97.1613677,-1,,"Dallas-Fort Worth-Arlington, TX",48,10,South,West South Central,E2W5C7U3P4K9E9U3,32,Territory,Dallas Love Field,,1,,"LOF , Repair , INS - State",OC+R,OC & R,0,,Kwik Kar - Denton,hu0U2LaDbu4eEzSYrQDpGa,0,,4.0,0.45,2.000,OC Guesstimate,,,,,,,6,,,$125.00,308,"12,300",40,OC Guesstimate,$1.500,OC Guesstimate,$0.500,OC Guesstimate,1,,,,,,4,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,,,,,,Sitewise_Batch_03
,Q5qNHAyl3V4fYUSn54ZZLb,Kwik Kar Oil Change & Auto Service Center of Denton - Denton,Kwik Kar Oil Change & Auto Service Center of Denton,TX,Denton TX,Denton,2233 Colorado Blvd,"Denton city, TX",76205,33.1930294,-97.1049821,-1,,"Dallas-Fort Worth-Arlington, TX",48,10,South,West South Central,E2W5C7U3P4K9E9U3,28,Territory,Dallas Love Field,,1,,"LOF , Repair , INS - State",OC+R,OC & R,0,,Kwik Kar - Denton,hu0U2LaDbu4eEzSYrQDpGa,0,,4.0,0.45,2.000,OC Guesstimate,,,,,,,6,,,$125.00,308,"12,300",40,OC Guesstimate,$1.500,OC Guesstimate,$0.500,OC Guesstimate,1,,,,,,4,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,,,,,,Sitewise_Batch_03
,Fo55YJSY9D4OMgvW5MzPNb,Kwik Kar Oil Change & Auto Service Center of Denton - Denton,Kwik Kar Oil Change & Auto Service Center of Denton,TX,Denton TX,Denton,3507 E University Dr,"Denton city, TX",76208,33.2343564,-97.0834969,-1,,"Dallas-Fort Worth-Arlington, TX",48,10,South,West South Central,E2W5C7U3P4K9E9U3,30,Territory,Dallas Love Field,,1,,"LOF , Repair , INS - State , IBACW",OC+R,OC & WS & R,0,,Kwik Kar - Denton,hu0U2LaDbu4eEzSYrQDpGa,0,,4.0,0.45,2.000,OC Guesstimate,,,,,,,6,,,$125.00,308,"12,300",40,OC Guesstimate,$1.500,OC Guesstimate,$0.500,OC Guesstimate,1,,,,,,4,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,,,,,,Sitewise_Batch_03
,KK44AMPbeH4LaZgzNh_Ry7,Kwik Kar Oil Change & Auto Service Center of Paloma Creek - Aubrey,Kwik Kar Oil Change & Auto Service Center of Paloma Creek,TX,Denton TX,Aubrey,26737 E University Dr,"Aubrey city, TX",76227,33.2214923,-96.93429,-1,,"Dallas-Fort Worth-Arlington, TX",48,10,South,West South Central,E2W5C7U3P4K9E9U3,26,Territory,Dallas Love Field,,1,,"LOF , Repair , INS - State , IBACW",OC+R,OC & WS & R,0,,Kwik Kar - Denton,hu0U2LaDbu4eEzSYrQDpGa,0,,4.0,0.45,2.000,OC Guesstimate,,,,,,,6,,,$125.00,308,"12,300",40,OC Guesstimate,$1.500,OC Guesstimate,$0.500,OC Guesstimate,1,,,,,,4,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,,,,,,Sitewise_Batch_03
,wmNidZbFJs4oYRmZm2UNx0,Lube Center - Roanoke,Lube Center,VA,Roanoke city VA,Roanoke,2919 Williamson Rd,"Roanoke city, VA",24012,37.2981385,-79.9389739,-1,,"Roanoke, VA",51,9,South,South Atlantic,Y4O0O2N2U8Q2L8H3,117,Territory,Raleigh-Durham International Airport,,1,,CW,TWS,OC & WS,0,,The Lube Center - Salem-Roanoke,QITQeiQGXB4-Mp_wPYoFBa,0,,5.0,0.09,0.500,OC Guesstimate,0.500,OC Guesstimate,,,,,4,,,$0.00,308,0,0,Not applicable,$0.500,OC Guesstimate,$0.100,OC Guesstimate,1,,,,,,4,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,,,,,,Sitewise_Batch_03
,dgzVtoYOp54Weu583lc2l8,Lube Center - Roanoke,Lube Center,VA,Roanoke city VA,Roanoke,3621 Brandon Ave SW,"Roanoke city, VA",24018,37.2658701,-80.0087279,-1,,"Roanoke, VA",51,9,South,South Atlantic,Y4O0O2N2U8Q2L8H3,117,Territory,Raleigh-Durham International Airport,,1,,CW,TWS,,1,,The Lube Center - Salem-Roanoke,QITQeiQGXB4-Mp_wPYoFBa,0,,5.0,0.09,0.500,OC Guesstimate,0.500,OC Guesstimate,,,,,4,,,$0.00,308,0,0,Not applicable,$0.500,OC Guesstimate,$0.100,OC Guesstimate,1,,,,,,4,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,,,,,,Sitewise_Batch_03
,2loziP5H5c4dqGhqB7VQqa,Lube Center - Roanoke,Lube Center,VA,Roanoke city VA,Roanoke,7317 Williamson Rd,"Roanoke city, VA",24019,37.3468757,-79.9535784,-1,,"Roanoke, VA",51,9,South,South Atlantic,Y4O0O2N2U8Q2L8H3,120,Territory,Raleigh-Durham International Airport,,1,,CW,TWS,,1,,The Lube Center - Salem-Roanoke,QITQeiQGXB4-Mp_wPYoFBa,0,,5.0,0.09,0.500,OC Guesstimate,0.500,OC Guesstimate,,,,,4,,,$0.00,308,0,0,Not applicable,$0.500,OC Guesstimate,$0.100,OC Guesstimate,1,,,,,,4,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,,,,,,Sitewise_Batch_03
,v0Zg61IupJ4i2p1MEArHu5,Master Lube - El Paso,Master Lube,TX,El Paso TX,El Paso,7849 N Loop Dr,"El Paso city, TX",79915,31.733083,-106.3551403,-1,,"El Paso, TX",48,10,South,West South Central,A6H2R0C8Y4R8X6B0,5,Territory,El Paso International Airport,,1,,LOF,OC,OC,0,,Master Lube - El Paso,f51qjxwzda4UI2grPGgUd1,0,,4.0,0.225,1.000,OC Guesstimate,,,,,,,6,,,$75.00,308,"9,250",30,OC Guesstimate,$0.750,OC Guesstimate,$0.250,OC Guesstimate,1,,,,,,4,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,,,,,,Sitewise_Batch_03
,ldB0zBAgvL4aUQiZ1PJle5,Master Lube - El Paso,Master Lube,TX,El Paso TX,El Paso,1340 N Zaragoza Rd,"El Paso city, TX",79936,31.7283501,-106.2984263,-1,,"El Paso, TX",48,10,South,West South Central,A6H2R0C8Y4R8X6B0,7,Territory,El Paso International Airport,,1,,LOF,OC,OC,0,,Master Lube - El Paso,f51qjxwzda4UI2grPGgUd1,0,,4.0,0.225,1.000,OC Guesstimate,,,,,,,6,,,$75.00,308,"9,250",30,OC Guesstimate,$0.750,OC Guesstimate,$0.250,OC Guesstimate,1,,,,,,4,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,,,,,,Sitewise_Batch_03
,lLhoBWSEgt4CeNGA2XnnTe,Master Lube - El Paso,Master Lube,TX,El Paso TX,El Paso,3010 Trawood Dr STE C,"El Paso city, TX",79936,31.7642857,-106.3011074,-1,,"El Paso, TX",48,10,South,West South Central,A6H2R0C8Y4R8X6B0,5,Territory,El Paso International Airport,,1,,LOF,OC,OC,0,,Master Lube - El Paso,f51qjxwzda4UI2grPGgUd1,0,,4.0,0.225,1.000,OC Guesstimate,,,,,,,6,,,$75.00,308,"9,250",30,OC Guesstimate,$0.750,OC Guesstimate,$0.250,OC Guesstimate,1,,,,,,4,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,,,,,,Sitewise_Batch_03
,vcP0_vee0Y4O6WdVzvMDQa,Master Lube #3 - El Paso,Master Lube #3,TX,El Paso TX,El Paso,2251 N Zaragoza Rd,"El Paso city, TX",79938,31.7748644,-106.2546277,-1,,"El Paso, TX",48,10,South,West South Central,A6H2R0C8Y4R8X6B0,8,Territory,El Paso International Airport,,1,,LOF,OC,OC,0,,Master Lube - El Paso,f51qjxwzda4UI2grPGgUd1,0,,4.0,0.225,1.000,OC Guesstimate,,,,,,,6,,,$75.00,308,"9,205",30,OC Guesstimate,$0.750,OC Guesstimate,$0.250,OC Guesstimate,1,,,,,,4,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,,,,,,Sitewise_Batch_03
,7Dw2Y6Xktj4bucXwR36py7,Rapid Oil Change Inc - Midland,Rapid Oil Change Inc,TX,Martin TX,Midland,1101 Andrews Hwy,"Midland city, TX",79701,32.0008686,-102.1150571,-1,,"Midland, TX",48,10,South,West South Central,O7O9L3I2W7L7N4D4,6,Territory,Midland International Air and Space Port,,1,,LOF,OC,OC,0,,Rapid Lube - Midland,KBW0R64QMu4fIuxQF3CCE9,0,,5.0,0.27,1.500,OC Guesstimate,,,,,,,6,,,$75.00,308,"12,300",40,OC Guesstimate,$1.000,OC Guesstimate,$0.300,OC Guesstimate,1,,,,,,4,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,,,,,,Sitewise_Batch_03
,YMXroH5GJY4E6NhoUgRFj1,Rapid Oil Change Inc - Odessa,Rapid Oil Change Inc,TX,Ector TX,Odessa,3854 Penbrook St,"Odessa city, TX",79762,31.8927487,-102.3494972,-1,,"Odessa, TX",48,10,South,West South Central,O7O9L3I2W7L7N4D4,9,Territory,Midland International Air and Space Port,,1,,LOF,OC,OC,0,,Rapid Lube - Midland,KBW0R64QMu4fIuxQF3CCE9,0,,5.0,0.27,1.500,OC Guesstimate,,,,,,,6,,,$75.00,308,"12,300",40,OC Guesstimate,$1.000,OC Guesstimate,$0.300,OC Guesstimate,1,,,,,,4,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,,,,,,Sitewise_Batch_03
,Iko0krM1-N4d668MfDPa22,San Diego Car Care - San Diego,San Diego Car Care - 52 & Convoy,CA,Los Angeles CA,San Diego,7740 Copley Park Pl,"San Pasqual CDP, CA",92111,32.836562,-117.1528607,-1,,"Los Angeles-Long Beach-Anaheim, CA",06,10,West,Pacific,F8V2B6M2R3A8I2W8,7,Territory,San Diego International Airport,,1,,,NA,,2,,San Diego Car Care - San Diego,YcjT2kpVQ_4vUJcOGq5Wb3,0,,0.0,0.09,,,,,,,,,8,,,,,,,Not applicable,,,$0.100,OC Guesstimate,7,,,,,,4,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,,,,,,Sitewise_Batch_03
,j0maAkiYBH4jy1-lx9Qc9e,San Diego Car Care - San Diego,San Diego Car Care - Del Mar Highlands,CA,Los Angeles CA,San Diego,12889 El Camino Real,"San Pasqual CDP, CA",92130,32.9518773,-117.2335892,-1,,"Los Angeles-Long Beach-Anaheim, CA",06,10,West,Pacific,F8V2B6M2R3A8I2W8,15,Territory,San Diego International Airport,,1,,"LOF , FXCW",OC+W,OC & WS,0,,San Diego Car Care - San Diego,YcjT2kpVQ_4vUJcOGq5Wb3,0,,0.0,0.09,,,,,,,,,8,,,,,,,Not applicable,,,$0.100,OC Guesstimate,7,,,,,,4,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,,,,,,Sitewise_Batch_03
,kcfqMlgi7A4viuL1ueo5Ua,San Diego Car Care - San Diego,San Diego Car Care - Rancho Bernardo,CA,San Diego CA,San Diego,16757 Bernardo Center Dr,"San Diego, CA",92128,33.0179,-117.075225,-1,,"San Diego-Chula Vista-Carlsbad, CA",06,10,West,Pacific,F8V2B6M2R3A8I2W8,21,Territory,San Diego International Airport,,1,,,TWS,TWS,1,,San Diego Car Care - San Diego,YcjT2kpVQ_4vUJcOGq5Wb3,0,,0.0,0.09,,,,,,,,,8,,,,,,,Not applicable,,,$0.100,OC Guesstimate,7,,,,,,4,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,,,,,,Sitewise_Batch_03
,viVsNXF8EB4RYd15ZmVUp1,San Diego Car Care - San Diego,San Diego Car Care - Costa Verde,CA,San Diego CA,San Diego,8505 Costa Verde Blvd,"San Diego, CA",92122,32.8670133,-117.2158789,-1,,"San Diego-Chula Vista-Carlsbad, CA",06,10,West,Pacific,F8V2B6M2R3A8I2W8,9,Territory,San Diego International Airport,,1,,,TWS,TWS,1,,San Diego Car Care - San Diego,YcjT2kpVQ_4vUJcOGq5Wb3,0,,0.0,0.09,,,,,,,,,8,,,,,,,Not applicable,,,$0.100,OC Guesstimate,7,,,,,,4,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,,,,,,Sitewise_Batch_03
,gNcwVbOdPC4lQBZExTwF7f,San Diego Car Care - San Diego,San Diego Car Care - Carmel Mountain,CA,San Diego CA,San Diego,11030 Carmel Mountain Dr,"San Diego, CA",92128,32.9762877,-117.0915897,-1,,"San Diego-Chula Vista-Carlsbad, CA",06,10,West,Pacific,F8V2B6M2R3A8I2W8,18,Territory,San Diego International Airport,,1,,,TWS,TWS,1,,San Diego Car Care - San Diego,YcjT2kpVQ_4vUJcOGq5Wb3,0,,0.0,0.09,,,,,,,,,8,,,,,,,Not applicable,,,$0.100,OC Guesstimate,7,,,,,,4,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,,,,,,Sitewise_Batch_03
,gsZP-kiMug4sM62Dxfkty0,Shell - Encinitas,Shell - Encinitas Blvd,CA,San Diego CA,Encinitas,1355 Encinitas Blvd,"Encinitas, CA",92024,33.0456945,-117.2600698,-1,,"San Diego-Chula Vista-Carlsbad, CA",06,10,West,Pacific,F8V2B6M2R3A8I2W8,22,Territory,San Diego International Airport,,1,,,,OC,2,,San Diego CW & L - San Diego,3xMaGnW62p4QyAHqkX7Vuc,0,,0.0,0.09,,,,,,,,,8,,,,,,,Not applicable,,,$0.100,OC Guesstimate,7,,,,,,4,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,,,,,,Sitewise_Batch_03
,aqFVUoW4Bt4IyMoD-3G-Qe,Sonora Express Lube - Sonora,Sonora Express Lube,CA,Tuolumne CA,Sonora,14490 Mono Way,"Sonora city, CA",95370,37.978426,-120.3271473,-1,,"Sonora, CA",06,10,West,Pacific,V9M3F8L4S0Z1V2B8,85,Territory,Sacramento International Airport,,1,,,OC,OC,1,,Mono Pesce Enterprises - Central Valley,J47momRIhU4UeSLiN-adoe,0,,0.0,0.09,,,,,,,,,8,,,,,,,Need to get,,,$0.100,OC Guesstimate,7,,,,,,4,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,,,,,,Sitewise_Batch_03
,I2zM7RMamp4c6XUC2hx_Kd,Sonora Express Lube - Sonora,Sonora Express Lube,CA,Tuolumne CA,Sonora,6 Pesce Way,"Sonora city, CA",95370,37.9934751,-120.3837441,-1,,"Sonora, CA",06,10,West,Pacific,V9M3F8L4S0Z1V2B8,81,Territory,Sacramento International Airport,,1,,,OC,OC,1,,Mono Pesce Enterprises - Central Valley,J47momRIhU4UeSLiN-adoe,0,,0.0,0.09,,,,,,,,,8,,,,,,,Need to get,,,$0.100,OC Guesstimate,7,,,,,,4,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,,,,,,Sitewise_Batch_03
,DF_9uGJbKT4Ge8kotjmSo9,Speedy Lube - Moreno Valley - Sunnymead,Speedy Lube - Sunnymead,CA,Riverside CA,Moreno Valley,24035 Sunnymead Blvd,"Moreno Valley city, CA",92553,33.9388547,-117.2432052,-1,,"Riverside-San Bernardino-Ontario, CA",06,10,West,Pacific,Z0J7C2C8U4R2P0X1,22,Territory,Ontario International Airport,,1,,LOF,OC,OC,0,,Speedy Lube - Inland Empire,7dIhRzXl_f4nEt1JSMl8l7,0,,0.0,0.09,,,,,,,,,8,,,,,,21,Stat. Summary Report,,,$0.100,OC Guesstimate,6,,,,,Passed,3,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,,,,,,Sitewise_Batch_03
,Zg0bou0uVm44IHTMJZMZ_4,Speedy Lube - Perris - Cajalco Expy,Speedy Lube - Cajalco,CA,Riverside CA,Perris,23261 Cajalco Expy,"Perris city, CA",92571,33.8400409,-117.2558415,-1,,"Riverside-San Bernardino-Ontario, CA",06,10,West,Pacific,Z0J7C2C8U4R2P0X1,25,Territory,Ontario International Airport,,1,,LOF,OC,OC,0,,Speedy Lube - Inland Empire,7dIhRzXl_f4nEt1JSMl8l7,0,,0.0,0.09,,,,,,,,,8,,,,,,11,Stat. Summary Report,,,$0.100,OC Guesstimate,6,,,,,Passed,3,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,,,,,,Sitewise_Batch_03
,rd2eAp32kS4Qis_IoT4h91,The Lube Center 4 - Salem,The Lube Center 4,VA,Salem city VA,Salem,55 E 4th St,"Salem city, VA",24153,37.2867977,-80.055596,-1,,"Roanoke, VA",51,9,South,South Atlantic,Y4O0O2N2U8Q2L8H3,120,Territory,Raleigh-Durham International Airport,,1,,FSCW,TWS,TWS,0,,The Lube Center - Salem-Roanoke,QITQeiQGXB4-Mp_wPYoFBa,0,,5.0,0.09,0.500,OC Guesstimate,0.500,OC Guesstimate,,,,,4,,,$0.00,308,0,0,Not applicable,$0.500,OC Guesstimate,$0.100,OC Guesstimate,1,,,,,,4,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,,,,,,Sitewise_Batch_03
,Sn5GodSbTi4-QpnDHB4S59,DipStick Oil Change - Fox Lake,DipStick Oil Change,IL,Lake IL,Fox Lake,147 S US-12,"Fox Lake village, IL",60020,42.3991588,-88.1808994,-1,,"Chicago-Naperville-Elgin, IL-IN-WI",17,10,Midwest,East North Central,S8M4E2N5Z1T6Z0Z7,32,Territory,Chicago O'Hare International Airport,,1,,,OC,OC,1,,Dipstick - Fox Lake,L0Q9nzATfR4TUMJM449EC8,0,,6.0,0.09,0.600,OC Guesstimate,0.600,OC Guesstimate,,,,,4,,,$85.00,308,"12,320",40,Stat. Summary Report,$1.000,OC Guesstimate,$0.100,OC Guesstimate,1,,,,,,4,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,,,,,,Sitewise_Batch_03
,5ycHloO8uH4QqnYKUfJyZ1,DipStick Oil Change - Lake Zurich,DipStick Oil Change,IL,Lake IL,Lake Zurich,513 S Rand Rd,"Lake Catherine CDP, IL",60047,42.1877143,-88.1055243,-1,,"Chicago-Naperville-Elgin, IL-IN-WI",17,10,Midwest,East North Central,S8M4E2N5Z1T6Z0Z7,18,Territory,Chicago O'Hare International Airport,,1,,,OC,OC,1,,Dipstick - Fox Lake,L0Q9nzATfR4TUMJM449EC8,0,,6.0,0.09,0.600,OC Guesstimate,0.600,OC Guesstimate,,,,,4,,,$85.00,308,"9,548",31,Stat. Summary Report,$0.800,OC Guesstimate,$0.100,OC Guesstimate,1,,,,,,4,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,,,,,,Sitewise_Batch_03
,eeL2_uQPCc4EaMl7RRWLh3,Lube Works - Floresville,Lube Works,TX,Wilson TX,Floresville,554 10th St,"Floresville city, TX",78114,29.153408,-98.1655734,-1,,"San Antonio-New Braunfels, TX",48,10,South,West South Central,Y1C3Q7F3J5I9N5P2,32,Territory,San Antonio International Airport,,1,,,,,3,,Lube Works - Floresville,vTyMSlyr7O4SqcOLFdFnlf,0,,6.0,0.09,0.600,OC Guesstimate,0.600,OC Guesstimate,,,,,4,,,$85.00,308,"6,160",20,OC Guesstimate,$0.550,OC Guesstimate,$0.100,OC Guesstimate,1,,,,,,4,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,,,,,,Sitewise_Batch_03
,cY9xWiM-wq4VqHgwXOKsB8,Lube Works - La Vernia,Lube Works of La Vernia,TX,,,13867 US Hwy 87 W,"La Vernia, TX",,29.3563061,-98.128071,2,,,,10,,,Y1C3Q7F3J5I9N5P2,24,Territory,San Antonio International Airport,,5,,,,,3,,Lube Works - Floresville,vTyMSlyr7O4SqcOLFdFnlf,0,,6.0,0.09,0.600,OC Guesstimate,0.600,OC Guesstimate,,,,,4,,,$85.00,308,"6,160",20,OC Guesstimate,$0.550,OC Guesstimate,$0.100,OC Guesstimate,1,,,,,,4,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,,,,,,Sitewise_Batch_03
,Z2XMxJLWkD4cA6Hhzrm9s8,Medford Oil Change - Medford,Medford Oil Change,OR,Jackson OR,Medford,145 N Central Ave,"Medford city, OR",97501,42.3279542,-122.8738544,-1,,"Medford, OR",41,10,West,Pacific,Q0D7O5R2A8G8W7V3,125,Territory,Eugene Airport,,1,,LOF,OC,OC,0,,Pennzoil 10 Minute OC - Medford,yC0FgsMYKJ4Ei2mMQ0AP07,0,,6.0,0.09,0.600,OC Guesstimate,0.600,OC Guesstimate,,,,,4,,,$85.00,308,"6,160",20,Need to get,$0.550,OC Guesstimate,$0.100,OC Guesstimate,1,,,,,,4,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,,,,,,Sitewise_Batch_03
,euOgSaIqKo4QyI8ydg2G31,Pennzoil 10 Minute OC - Medford,Pennzoil 10 Minute OC,OR,Jackson OR,Medford,3012 Crater Lake Hwy,"Medford, OR",97504,42.3598652,-122.8590926,-1,,[not in a CBSA],41,10,West,Pacific,Q0D7O5R2A8G8W7V3,123,Territory,Eugene Airport,,1,,LOF,OC,OC,0,,Pennzoil 10 Minute OC - Medford,yC0FgsMYKJ4Ei2mMQ0AP07,0,,6.0,0.09,0.600,OC Guesstimate,0.600,OC Guesstimate,,,,,4,,,$125.00,308,"6,160",20,Need to get,$0.800,OC Guesstimate,$0.100,OC Guesstimate,1,,,,,,4,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,,,,,,Sitewise_Batch_03
,UqK3ib3n7S4wAo5txTG4N4,Pit Stop USA - Eugene,Pit Stop USA,OR,Lane OR,Eugene,1995 W 11th Ave #3518,"Eugene city, OR",97402,44.048004,-123.1227028,-1,,"Eugene-Springfield, OR",41,10,West,Pacific,Q0D7O5R2A8G8W7V3,7,Territory,Eugene Airport,,1,,LOF,OC,OC,0,,Pit Stop USA - Eugene,husp__2vs44mqSsEmH__fe,0,,0.0,0.09,,,,,,,,,8,,,,,,,Not applicable,,,$0.100,OC Guesstimate,7,,,,,,4,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,,,,,,Sitewise_Batch_03
,ptTN80TzWT4LUBDhN-20m0,Pit Stop USA - Springfield,Pit Stop USA,OR,Lane OR,Springfield,4184 Main St #5907,"Springfield city, OR",97478,44.0461584,-122.9643456,-1,,"Eugene-Springfield, OR",41,10,West,Pacific,Q0D7O5R2A8G8W7V3,13,Territory,Eugene Airport,,1,,LOF,OC,OC,0,,Pit Stop USA - Eugene,husp__2vs44mqSsEmH__fe,0,,0.0,0.09,,,,,,,,,8,,,,,,,Not applicable,,,$0.100,OC Guesstimate,7,,,,,,4,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,,,,,,Sitewise_Batch_03
,VypbwlJunA4EMoVWXFJV03,Canepa's Lube & Oil - Stockton,Canepa's Lube & Oil,CA,San Joaquin CA,Stockton,6220 Pacific Ave,"Stockton city, CA",95207,38.0067957,-121.3185532,-1,,"Stockton, CA",06,10,West,Pacific,V9M3F8L4S0Z1V2B8,50,Territory,Sacramento International Airport,,1,,,OC+W,OC & WS,1,,Canepas L&O and CW - Stockton,BwycHm270J4AEQlxq9NCn6,0,,0.0,0.09,,,,,,,,,8,,,,,,,Need to get,,,$0.100,OC Guesstimate,7,,,,,,4,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,,,,,,Sitewise_Batch_03
,e_OMrQ0oDh4hYXh_gOAeK5,Express Lube Professionals - Fenton,Express Lube Professionals,MO,St. Louis MO,Fenton,1 Sugar Creek Center,"Fenton city, MO",63026,38.4902811,-90.4851832,-1,,"St. Louis, MO-IL",29,10,Midwest,West North Central,T9E6C8A8X9K4O4O5,19,Territory,St. Louis Lambert International Airport,,1,,,,,3,,Express Lube Professionals - Fenton,gz-G7rkGrQ4mAyTIUr-x26,0,,6.0,0.09,0.600,OC Guesstimate,0.600,OC Guesstimate,,,,,4,,,$85.00,308,"6,160",20,OC Guesstimate,$0.550,OC Guesstimate,$0.100,OC Guesstimate,1,,,,,,4,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,,,,,,Sitewise_Batch_03
