outcome,location_id,location_city_name,breeze_brand,total_vpd,lube_bays,repair_bays,lof_cpd,sscw_wpd,ecw_wpd,fcw_wpd,ibacw_wpd,crw_tnl_wpd,lat_sj,latitude_input_data_x,long_sj,longitude_input_data_x,number_miles_to_closest_oc_loc_sj,brand_sub_format,opportunity_name,opportunity_id,traffic,sitewise_batch,acq_stage,co_located_w_lube,co_located_w_car_wash,co_located_w_repair,nearest_streetlight_day_part_aadt_5_mi,x2024_estimate_5_mi,x2029_projection_5_mi,state_abb,city,street_number,city_state,zcta_code
acquire,bpNaZuFkLc4oMMY5gcJiu3,Oil Changers (Lube 'n Go - El Paso) - El Paso - Westwind,OC,23,NA,NA,23,0,0,0,0,0,#N/A,31.8526751,#N/A,-106.5410597,NA,OC,Oil Changers 831-844 (Lube 'n Go - El Paso),qtRswZXGWu4YEU8Fq9K1R3,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,6316,143204.586561681,148955.549353818,TX,El Paso,7000 Westwind Ste A,"El Paso, TX",79912
acquire,oueg7eCDrh46E3DWxa3EY2,Oil Changers (Lube 'n Go - El Paso) - Horizon City,OC,38,NA,NA,38,0,0,0,0,0,#N/A,31.682719,#N/A,-106.2080123,NA,OC,Oil Changers 831-844 (Lube 'n Go - El Paso),qtRswZXGWu4YEU8Fq9K1R3,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,11738,112370.138973083,144795.447034223,TX,Horizon City,10024 Horizon Blvd,"Horizon City, TX",79928
acquire,9j0ycIYjrS4fEvv9iB4yy6,Oil Changers (Moe's Super Lube - Coos Bay) - Coos Bay,OC,45,NA,NA,45,0,0,0,0,0,#N/A,43.3653013,#N/A,-124.2129558,NA,OC,Oil Changers 845-846 (Moe's Super Lube - Coos Bay),RMOaBqp9je4NUmCNgwyWm9,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,11083,34242.1549443044,33896.184987308,OR,Coos Bay,330 S Broadway,"Coos Bay, OR",97420
acquire,hyNskLg_k14Mq3CvB_hK54,Oil Changers (National Lube &Tune - McAllen) - Brownsville,OC,37,NA,NA,37,0,0,0,0,0,#N/A,25.9216633,#N/A,-97.4738864,NA,OC,Oil Changers 856-864 (National Lube &Tune - McAllen),QFOCog2Mta4jUk-O8aURk9,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,13565,191031.189760689,204985.460938215,TX,Brownsville,3065 Boca Chica Blvd,"Brownsville, TX",78521
acquire,O4vcbUea534VYtn45GC8ke,Oil Changers (National Lube &Tune - McAllen) - Edinburg - Jackson,OC,50,NA,NA,50,0,0,0,0,0,#N/A,26.2993199,#N/A,-98.187049,NA,OC,Oil Changers 856-864 (National Lube &Tune - McAllen),QFOCog2Mta4jUk-O8aURk9,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,7471,180153.322253433,200188.735947993,TX,Edinburg,"602 S , Jackson Rd","Edinburg, TX",78539
acquire,_yJPrbxma14XyV_ZLlG1O6,Oil Changers (National Lube &Tune - McAllen) - Edinburg - Sugar,OC,37,NA,NA,37,0,0,0,0,0,#N/A,26.2875807,#N/A,-98.1808015,NA,OC,Oil Changers 856-864 (National Lube &Tune - McAllen),QFOCog2Mta4jUk-O8aURk9,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,6722,205259.706409353,226017.64157115,TX,Edinburg,1704 S Sugar Rd,"Edinburg, TX",78539
acquire,SYMiyoNDFk4juHH-hfaol1,Oil Changers (National Lube &Tune - McAllen) - McAllen - N 10th,OC,51,NA,NA,51,0,0,0,0,0,#N/A,26.2083514,#N/A,-98.2294313,NA,OC,Oil Changers 856-864 (National Lube &Tune - McAllen),QFOCog2Mta4jUk-O8aURk9,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,9111,238948.928355454,247276.32475834,TX,McAllen,503 N 10th St,"McAllen, TX",78501
acquire,zmqVNuBzjs4tUSuoD1h3Qd,Oil Changers (National Lube &Tune - McAllen) - McAllen - W Nolana,OC,53,NA,NA,53,0,0,0,0,0,#N/A,26.2401881,#N/A,-98.2382518,NA,OC,Oil Changers 856-864 (National Lube &Tune - McAllen),QFOCog2Mta4jUk-O8aURk9,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,14182,239470.627450693,250644.893596706,TX,McAllen,2217 W Nolana Ave,"McAllen, TX",78504
acquire,cFF9ttrV6e4KURRZ44Q1X5,Oil Changers (National Lube &Tune - McAllen) - Mission - E Expressway,OC,52,NA,NA,52,0,0,0,0,0,#N/A,26.2017152,#N/A,-98.3263187,NA,OC,Oil Changers 856-864 (National Lube &Tune - McAllen),QFOCog2Mta4jUk-O8aURk9,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,12098,145012.168460384,152259.152636691,TX,Mission,119 E Expressway 83,"Mission, TX",78572
acquire,-wOjeRkaUV4Xq68B1GbTd2,Oil Changers (National Lube &Tune - McAllen) - Mission - W Griffin,OC,30,NA,NA,30,0,0,0,0,0,#N/A,26.2327643,#N/A,-98.3440988,NA,OC,Oil Changers 856-864 (National Lube &Tune - McAllen),QFOCog2Mta4jUk-O8aURk9,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,5742,152646.688783069,163869.780498243,TX,Mission,1708 W Griffin Pkwy,"Mission, TX",78572
acquire,vQ2uh2HlOD45aoGh-naKGa,Oil Changers (National Lube &Tune - McAllen) - Pharr,OC,45,NA,NA,45,0,0,0,0,0,#N/A,26.2339094,#N/A,-98.1791702,NA,OC,Oil Changers 856-864 (National Lube &Tune - McAllen),QFOCog2Mta4jUk-O8aURk9,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,12524,265634.143448919,279207.562473796,TX,Pharr,102 W Nolana Loop,"Pharr, TX",78577
acquire,UfWd3YCEPb4nAIo_XH5Ja3,Oil Changers (National Lube &Tune - McAllen) - Weslaco,OC,48,NA,NA,48,0,0,0,0,0,#N/A,26.1621799,#N/A,-98.0052209,NA,OC,Oil Changers 856-864 (National Lube &Tune - McAllen),QFOCog2Mta4jUk-O8aURk9,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,4910,104673.716542146,115040.23667336,TX,Weslaco,1519 W business 83,"Weslaco, TX",78596
acquire,Hd44oR_Jld4Y6d8UWDAqe4,Oil Changers (National Lube &Tune - McAllen)- McAllen,OC,20,NA,NA,20,0,0,0,0,0,#N/A,26.2539456,#N/A,-98.2362798,NA,OC,Oil Changers 865 (National Lube &Tune - McAllen Dove Ave BF),4TFRC1J0pQ4wmL-NuM5r34,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,8957,232998.91543286,245483.15610328,TX,McAllen,2217 Dove Ave W,"McAllen city, TX",78504
acquire,jzVySvlsKy4DUkuHz30mq8,Oil Changers (Rialto Lube - El Paso) - El Paso,OC,39,NA,NA,39,0,0,0,0,0,#N/A,31.7901121,#N/A,-106.3028326,NA,OC,Oil Changers 866 (Rialto Lube - El Paso),2MyWqJTl2E4xEwgAJVejT8,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,6497,255068.531646341,262521.793025475,TX,El Paso,3351-A George Dieter,"El Paso, TX",79936
acquire,zqyifYFcHV4bEzgpPQZUh2,Oil Changers (Royal Car Care - Racine) - Racine,OC+W,27,NA,NA,27,0,0,0,0,0,#N/A,42.7682516,#N/A,-87.8022427,NA,OC + IBA/SS,Oil Changers 895 (Royal Car Care - Racine),FU1J5T7myP4xql_2C5bBka,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,5616,113377.712027919,114862.865037305,WI,Racine,3829 Douglas Ave,"Racine, WI",53402
acquire,KRRQExtKM64wAqOoP1aiEf,Oil Changers (ServiceONE - Austin) - Austin,OC+R,11,NA,NA,11,0,0,0,0,0,#N/A,30.4084321,#N/A,-97.7458968,NA,OC & R,Oil Changers 847-850 (ServiceONE - Austin),sz48CUhymf4aiwlfn-bwob,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,811,266847.378341079,251071.3574219,TX,Austin,11200 Research Blvd,"Austin, TX",78759
acquire,d4wr3hocgT4XA2XwMdrzP2,Oil Changers (ServiceONE - Austin) - Bee Cave,OC+R,25,NA,NA,25,0,0,0,0,0,#N/A,30.3056393,#N/A,-97.9388207,NA,OC & R,Oil Changers 847-850 (ServiceONE - Austin),sz48CUhymf4aiwlfn-bwob,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,28299,63752.026574494,63605.4822703389,TX,Bee Cave,12719 Sate Hwy 71,"Bee Cave, TX",78738
acquire,vVmyrn_HZm4pYemzZTfbw1,Oil Changers (ServiceONE - Austin) - Buda,OC+R,24,NA,NA,24,0,0,0,0,0,#N/A,30.0867757,#N/A,-97.8311649,NA,OC & R,Oil Changers 847-850 (ServiceONE - Austin),sz48CUhymf4aiwlfn-bwob,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,9701,93543.5723863451,106188.705946549,TX,Buda,1115 Main St,"Buda, TX",78610
acquire,6MNTh-Ispg42QnX0mfQxf6,Oil Changers (ServiceONE - Austin) - Cedar Park,OC+R,18,NA,NA,18,0,0,0,0,0,#N/A,30.5358306,#N/A,-97.7811578,NA,OC & R,Oil Changers 847-850 (ServiceONE - Austin),sz48CUhymf4aiwlfn-bwob,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,21924,208430.416765305,211405.899319286,TX,Cedar Park,3115 E Whitestone Blvd,"Cedar Park, TX",78613
acquire,EBz3VJtSTN4g6nRKbkPil9,Oil Changers (ServiceONE - Austin) - Pflugerville,OC+R,14,NA,NA,14,0,0,0,0,0,#N/A,30.446763,#N/A,-97.640359,NA,OC & R,Oil Changers 847-850 (ServiceONE - Austin),sz48CUhymf4aiwlfn-bwob,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,14245,261420.750943792,274289.218572839,TX,Pflugerville,1705 W Pecan St,Pflugerville,78660
acquire,7z6kkeBuX74FULhSDZ9JZ6,Oil Changers (Spokane QL) - Spokane - N Division,OC,23,NA,NA,23,0,0,0,0,0,#N/A,47.6838449,#N/A,-117.4108678,NA,OC,Oil Changers 899-903 (Spokane QL - Spokane),S80BWke7we4d2ttEySJkM4,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,21070,232481.04975429,232743.278096615,WA,Spokane,2736 North Division St,"Spokane, WA",99207
acquire,GoRX1wkUl34jut599iKx1c,Oil Changers (Spokane QL) - Spokane - W Francis,OC,19,NA,NA,19,0,0,0,0,0,#N/A,47.7153152,#N/A,-117.4182564,NA,OC,Oil Changers 899-903 (Spokane QL - Spokane),S80BWke7we4d2ttEySJkM4,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,9909,206566.339086495,207221.061001588,WA,Spokane,406 W Francis Street,Spokane WA,99025
acquire,YYJ4hIXzNN4NARELKasRp5,Oil Changers (The Lube Shop - Caldwell SLB)  - Caldwell,OC,44,NA,NA,44,0,0,0,0,0,#N/A,43.6670346,#N/A,-116.691597,NA,OC,Oil Changers 904 (The Lube Shop - Caldwell),nQ0GEcjtUx4XMArMpfXZzb,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,4072,88771.6204912216,104513.402179358,ID,Caldwell,505 Blaine St,"Caldwell, ID",83605
acquire,YaloN1k0M44Zedg1X6sbS6,Oil Changers (Watseka Express Lube and Wash - Watseka),OC+W,22,NA,NA,22,0,0,0,0,0,#N/A,40.7760667,#N/A,-87.7313549,NA,OC + IBA/SS,Oil Changers 940-7947 (QuickLube & QuickWash - Danville),GXtxUNkPx94ruiBnqVJQ-e,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,2869,6193.13756954554,6065.03218228254,IL,Watseka,225 E Walnut St,"Watseka city, IL",60970
acquire,D8FklvTMDR4zesRnXQo2V2,Quick Lube & Quick Wash - Danville - 201 S Gilbert,TWS,221,NA,NA,0,0,221,0,0,221,#N/A,40.1171276,#N/A,-87.6367694,NA,TWS,Oil Changers 940-7947 (QuickLube & QuickWash - Danville),GXtxUNkPx94ruiBnqVJQ-e,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,9039,38590.5632433738,37484.4885952613,IL,Danville,201 S Gilbert St,"Danville, IL",61832
acquire,KtyzjsI5Xs4qidIMagMWy6,Quick Lube & Quick Wash - Danville - 3543 N Vermillion,TWS,320,NA,NA,0,0,320,0,0,320,#N/A,40.1796266,#N/A,-87.6293289,NA,TWS,Oil Changers 940-7947 (QuickLube & QuickWash - Danville),GXtxUNkPx94ruiBnqVJQ-e,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,7298,32550.8413857382,31668.9989332517,IL,Danville,3543 N Vermilion St,"Danville, IL",61832
acquire,Mp9eHBBcof4ZAPBstZQRwc,Quick Lube & Quick Wash - Lafayette - Biltz,OC,39,NA,NA,39,0,0,0,0,0,#N/A,40.4451329,#N/A,-86.8699346,NA,OC,Oil Changers 940-7947 (QuickLube & QuickWash - Danville),GXtxUNkPx94ruiBnqVJQ-e,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,16358,138998.520535586,142988.287964719,IN,Lafayette,10 Biltz Dr,"Lafayette, IN",47905
acquire,SK-HKwGruX4Iu4IDNKxU7f,Quick Lube & Quick Wash - Lafayette - Builder,OC+W,144,NA,NA,24,0,120,0,0,120,#N/A,40.3676959,#N/A,-86.8638967,NA,OC + IBA/SS,Oil Changers 940-7947 (QuickLube & QuickWash - Danville),GXtxUNkPx94ruiBnqVJQ-e,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,11997,104416.412628134,107982.443526873,IN,Lafayette,3009 Builder Dr,"Lafayette, IN",47909
pass,Y5lf8k6v4A4yEqB361eRJe,Grease Monkey - Anthem,NA,11,NA,NA,11,NA,NA,NA,NA,0,#N/A,33.8659904,#N/A,-112.1345645,NA,NA,Grease Monkey (Pit Stop Lube & Oil),ciFCxtDsbS4VQikgoEj9Q7,NA,Sitewise_Batch_02,00 Dead,NA,NA,NA,1859,48884.7358729206,49816.1116577887,MI,Anthem,42011 N Gavilan Peak Pkwy,"Anthem, AZ",85086
pass,Jefn7KQsAO4W2XA68zyG_a,Victory Lane Quick Oil Change (Adrian) - Adrian,NA,20,NA,NA,20,NA,NA,NA,NA,0,41.8744253,41.8744253,-84.0424164,-84.0424164,NA,NA,Victory Lane Quick OC - Michigan,3aFRA6nk2U4rqQXjv0ruI9,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,3963,35459.5108161295,34315.5666669869,MI,Adrian,1001 US-223,"Adrian city, MI",49221
pass,KM6U4cd3Az4iq1qLiI9uT7,Victory Lane Quick Oil Change (Farmington Hills) - Farmington Hills,NA,20,NA,NA,20,NA,NA,NA,NA,0,42.4972535,42.4972535,-83.4196948,-83.4196948,NA,NA,Victory Lane Quick OC - Michigan,3aFRA6nk2U4rqQXjv0ruI9,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,13062,194172.463620359,200951.088592035,MI,Farmington Hills,37751 W 12 Mile Rd,"Farmington Hills city, MI",48331
pass,EB_LjcN4GK4Mewf1dDoob7,Victory Lane Quick Oil Change (Highland Park) - Highland Park,NA,20,NA,NA,20,NA,NA,NA,NA,0,42.3989082,42.3989082,-83.092146,-83.092146,NA,NA,Victory Lane Quick OC - Michigan,3aFRA6nk2U4rqQXjv0ruI9,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,6976,355961.538701966,358429.819278874,MI,Highland Park,12560 Woodward Ave,"Highland Park city, MI",48203
pass,YPNLhL-P864wavW7UR9tBe,"Victory Lane Quick Oil Change (Jackson, Laurence Ave) - Jackson",NA,20,NA,NA,20,NA,NA,NA,NA,0,42.2557001,42.2557001,-84.4479723,-84.4479723,NA,NA,Victory Lane Quick OC - Michigan,3aFRA6nk2U4rqQXjv0ruI9,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,5412,78419.4142551094,78266.2858581451,MI,Jackson,634 Laurence Ave,"Jackson city, MI",49202
pass,oQwvSjZG5P46mWXSgbBbzc,"Victory Lane Quick Oil Change (Jackson, W. Parnall Rd) - Jackson",NA,20,NA,NA,20,NA,NA,NA,NA,0,42.2915159,42.2915159,-84.4072303,-84.4072303,NA,NA,Victory Lane Quick OC - Michigan,3aFRA6nk2U4rqQXjv0ruI9,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,4744,71511.4134235049,71589.6501321372,MI,Jackson,1260 W Parnall Rd,"Jackson city, MI",49201
pass,7yegd8Fz9-4WyOTgVMVtR5,Victory Lane Quick Oil Change (Milford) - Milford,NA,20,NA,NA,20,NA,NA,NA,NA,0,42.5947915,42.5947915,-83.5892577,-83.5892577,NA,NA,Victory Lane Quick OC - Michigan,3aFRA6nk2U4rqQXjv0ruI9,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,4287,55885.8806014274,58880.9160999449,MI,Milford,1235 E Commerce St,"Milford village, MI",48381
pass,KeSWuXzpUK4aEA1hDvsq28,Victory Lane Quick Oil Change (Rex) - Rex,NA,20,NA,NA,20,NA,NA,NA,NA,0,33.589085,33.589085,-84.2928029,-84.2928029,NA,NA,Victory Lane Quick OC - Michigan,3aFRA6nk2U4rqQXjv0ruI9,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,5878,153537.639188464,157830.437073689,GA,Rex,6080 GA-42 suite 101,"Rex plc, GA",30273
pass,6WwXl6deED4dQfk3lO0Fgf,Victory Lane Quick Oil Change (South Lyon) - South Lyon,NA,20,NA,NA,20,NA,NA,NA,NA,0,42.4538603,42.4538603,-83.65054,-83.65054,NA,NA,Victory Lane Quick OC - Michigan,3aFRA6nk2U4rqQXjv0ruI9,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,7626,54260.5797614063,59236.2260526712,MI,South Lyon,703 S Lafayette St,"South Monroe CDP, MI",48178
pass,omqCDPkwJ04vMsXSSbe7y5,"Victory Lane Quick Oil Change (Ypsilanti, Ellsworth Rd) - Ypsilanti",NA,20,NA,NA,20,NA,NA,NA,NA,0,42.2309804,42.2309804,-83.6451922,-83.6451922,NA,NA,Victory Lane Quick OC - Michigan,3aFRA6nk2U4rqQXjv0ruI9,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,6839,141130.744750046,148082.915441901,MI,Ypsilanti,2216 Ellsworth Rd,"Ypsilanti city, MI",48197
pass,w2qW04JM484qq94QxHhpE1,"Victory Lane Quick Oil Change (Ypsilanti, Washtenaw Ave) - Ypsilanti",NA,20,NA,NA,20,NA,NA,NA,NA,0,42.250199,42.250199,-83.6584276,-83.6584276,NA,NA,Victory Lane Quick OC - Michigan,3aFRA6nk2U4rqQXjv0ruI9,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,12680,179147.757903907,188283.76932758,MI,Ypsilanti,3066 Washtenaw Ave,"Ypsilanti city, MI",48197
pass,_xN7xqPVFP46QSsu8jilt4,Splash 10-Minute Oil Change - Benton,OC,44,NA,NA,44,NA,NA,NA,NA,0,34.5810125,34.5810125,-92.5740888,-92.5740888,NA,OC,Splash - Little Rock,w1slexbj-v4LMSz5sqtE16,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,5431,57000.4503441227,62019.7176641641,AR,Benton,1720 Landers Rd,"Benton city, AR",72015
pass,BhR8o3ssj14kMyN3QDso71,Cougar Oil Express - Jarrell,OC+W,66,NA,NA,16,NA,NA,NA,50,0,30.817189,30.817189,-97.6146119,-97.6146119,NA,OC & WS,MITAB Realty - Austin,nkiiuI9heH4_uydoVgnIk3,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,1670,21632.8732789964,27778.386622499,TX,Jarrell,171 Town Center Blvd,"Jarrell city, TX",76537
pass,v_NN_ox-SO4RmYqkPQJqA1,Express Lube Burnet - Burnet,OC,26,NA,NA,26,NA,NA,NA,NA,0,30.7539162,30.7539162,-98.2273433,-98.2273433,NA,OC,MITAB Realty - Austin,nkiiuI9heH4_uydoVgnIk3,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,11847,10766.1910922717,10846.9276998808,TX,Burnet,507 S Water St,"Burnet city, TX",78611
pass,C_fz4zj36x4CUN5TMC8Lyb,Genie Car Wash & Fast Lube - Waco,OC+W,167,NA,NA,17,NA,NA,150,NA,150,31.52943,31.52943,-97.1823431,-97.1823431,NA,OC & WS,MITAB Realty - Austin,nkiiuI9heH4_uydoVgnIk3,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,12383,141475.660635785,143535.325500621,TX,Waco,916 N Valley Mills Dr,"Waco city, TX",76710
pass,5MwxPJBgTh4oev_cfYebu6,Hewitt Genie Car Wash & Fast Lube - Hewitt,OC+W,116,NA,NA,16,NA,NA,100,NA,100,31.4796566,31.4796566,-97.2073494,-97.2073494,NA,OC & WS,MITAB Realty - Austin,nkiiuI9heH4_uydoVgnIk3,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,11704,89947.7205432515,93210.2346927397,TX,Hewitt,915 N Hewitt Dr,"Hewitt, TX",76643
pass,TmmwKnEaPT4TIppvjXf1Q8,Kwik Kar Auto Center Lakeway - Lakeway,OC+R,16,NA,NA,16,NA,NA,NA,NA,0,30.3763238,30.3763238,-97.9477513,-97.9477513,NA,OC & R,MITAB Realty - Austin,nkiiuI9heH4_uydoVgnIk3,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,17974,71630.785346653,71268.6736382098,TX,Lakeway,1110 Ranch Rd 620 N,"Lakeway city, TX",78734
pass,U3CWjoxpIS4ay3s5zTQs85,Kwik Kar Auto Center of Frisco - Frisco,OC+R,25,NA,NA,25,NA,NA,NA,NA,0,33.1536257,33.1536257,-96.8587254,-96.8587254,NA,OC & R,Kwik Kar Ballout - Dallas,4d-HCDglbV446lro064ydc,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,22682,268729.365342657,297216.953659378,TX,Frisco,3550 Main St,"Frisco city, TX",75033
pass,_yqcn_Ff_74geSeJdv0NDf,Kwik Kar Automotive - Bridgeport,OC+R,18,NA,NA,18,NA,NA,NA,NA,0,33.2227935,33.2227935,-97.7634171,-97.7634171,NA,OC & R,Kwik Kar Ballout - Dallas,4d-HCDglbV446lro064ydc,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,8460,10513.7096541985,10133.6034119744,TX,Bridgeport,410 US 380 Blvd,"Bridgeport, TX",76426
pass,pIm9kz4njp4uu8EVu5sySf,Kwik Kar Automotive Repair & Service Center on Lakeline - Cedar Park,OC+R,15,NA,NA,15,NA,NA,NA,NA,0,30.4805732,30.4805732,-97.8293216,-97.8293216,NA,OC & R,MITAB Realty - Austin,nkiiuI9heH4_uydoVgnIk3,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,16105,206869.123431782,200106.062486826,TX,Cedar Park,1855 S Lakeline Blvd,"Cedar Hill city, TX",78613
pass,802a9x-5kQ45MSBlFcrKVe,Kwik Kar Belton - Belton,OC+R,28,NA,NA,28,NA,NA,NA,NA,0,31.0737746,31.0737746,-97.4577326,-97.4577326,NA,OC & R,MITAB Realty - Austin,nkiiuI9heH4_uydoVgnIk3,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,13096,79525.1072272903,90615.1821732178,TX,Belton,1702 N Main St,"Belton city, TX",76513
pass,veGCVHMUvx4EAARH_RvRq1,Kwik Kar Little Elm - Little Elm,OC+R,21,NA,NA,21,NA,NA,NA,NA,0,33.1735932,33.1735932,-96.8868262,-96.8868262,NA,OC & R,Kwik Kar Ballout - Dallas,4d-HCDglbV446lro064ydc,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,21524,242902.346597552,278914.982087821,TX,Little Elm,2413 FM 423 N,"Little Elm city, TX",75068
pass,-3ezH54BoT4VaFKzMKxhub,Kwik Kar Lube & Tune - Houston,OC+R,21,NA,NA,21,NA,NA,NA,NA,0,29.7286283,29.7286283,-95.5333733,-95.5333733,NA,OC & R,MITAB Realty - Austin,nkiiuI9heH4_uydoVgnIk3,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,10719,567765.343696934,566118.169687404,TX,Houston,9525 Richmond Ave.,"Houston city, TX",77063
pass,JA0C_Vcb9T4p63ODpTLLO4,Kwik Kar Lube & Tune - Plano,OC+R,14,NA,NA,14,NA,NA,NA,NA,0,33.0406363,33.0406363,-96.7361132,-96.7361132,NA,OC & R,Kwik Kar Ballout - Dallas,4d-HCDglbV446lro064ydc,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,11877,346606.331632392,337610.444378672,TX,Plano,2200 W Parker Rd,"Plano city, TX",75075
pass,3mOPs9qIVc4LQ90x2zWWMe,Kwik Kar Lube & Wash - Murphy,OC+R,31,NA,NA,31,NA,NA,NA,NA,0,33.0115715,33.0115715,-96.6169244,-96.6169244,NA,OC & R,Kwik Kar Ballout - Dallas,4d-HCDglbV446lro064ydc,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,16728,231101.861026612,242650.841333839,TX,Murphy,211 W Farm To Market 544,"Murphy city, TX",75094
pass,9gJ2JHeFXC4yQ2coJdbpoc,Kwik Kar of  Cedar Park,OC+R,15,NA,NA,15,NA,NA,NA,NA,0,30.5439386,30.5439386,-97.840509,-97.840509,NA,OC & R,MITAB Realty - Austin,nkiiuI9heH4_uydoVgnIk3,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,14983,177195.537100148,194346.967723057,TX,Cedar Park,2801 N Bell Blvd,"Cedar Hill city, TX",78613
pass,wOYwlknQjg4VI1FqEdlJT2,Kwik Kar of Downtown Round Rock - Round Rock,OC+R,12,NA,NA,12,NA,NA,NA,NA,0,30.509614,30.509614,-97.6833774,-97.6833774,NA,OC & R,MITAB Realty - Austin,nkiiuI9heH4_uydoVgnIk3,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,4874,243337.553145113,243768.697094561,TX,Round Rock,406 W Austin Ave,"Round Mountain town, TX",78664
pass,OdWhT6P9kH4Au9tIBZZL73,Kwik Kar of Georgetown - Georgetown,OC+W,226,NA,NA,26,NA,NA,200,NA,200,30.6733059,30.6733059,-97.6998601,-97.6998601,NA,OC & WS & R,MITAB Realty - Austin,nkiiuI9heH4_uydoVgnIk3,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,18429,89865.8283605463,104908.139642276,TX,Georgetown,3813 Williams Dr,"Georgetown city, TX",78628
pass,2AWdHNTKwD4TYgsrsSZ_Nf,Kwik Kar of Melissa - Melissa,OC+R,26,NA,NA,26,NA,NA,NA,NA,0,33.2796388,33.2796388,-96.5685904,-96.5685904,NA,OC & R,Kwik Kar Ballout - Dallas,4d-HCDglbV446lro064ydc,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,19573,63877.2119224109,84880.8451015306,TX,Melissa,2411 Sam Rayburn Hwy,"Melissa city, TX",75454
pass,gmKF4rKSJr4RI4mDry2Laf,Kwik Kar of Paris - Paris,OC+R,16,NA,NA,16,NA,NA,NA,NA,0,33.6611383,33.6611383,-95.5166038,-95.5166038,NA,OC & R,Kwik Kar Ballout - Dallas,4d-HCDglbV446lro064ydc,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,5520,29499.0938570703,29377.231552403,TX,Paris,3235 Lamar Ave,"Paris city, TX",75460
